timestamp,Global_active_power,Global_reactive_power,Voltage,Global_intensity
1166350320,3.236,0.0,235.9,13.6
1166350380,3.2539999999999996,0.0,236.64,13.8
1166350440,3.3080000000000003,0.076,237.39,14.0
1166350500,3.612,0.254,236.94,15.2
1166350560,4.1,0.156,236.33,17.8
1166350620,6.254,0.11800000000000001,233.69,26.6
1166350680,6.204,0.11599999999999999,232.7,26.6
1166350740,4.5360000000000005,0.128,234.34,20.0
1166350800,3.6060000000000003,0.134,234.73,15.4
1166350860,3.594,0.132,234.58,15.2
1166350920,3.614,0.136,235.46,15.4
1166350980,3.612,0.136,235.45,15.2
1166351040,3.612,0.134,235.42,15.2
1166351100,3.576,0.086,235.42,15.2
1166351160,3.552,0.0,235.79,15.0
1166351220,3.55,0.0,235.75,15.0
1166351280,3.5660000000000003,0.046,235.54,15.0
1166351340,3.66,0.166,235.77,15.4
1166351400,3.6239999999999997,0.162,234.53,15.4
1166351460,3.6260000000000003,0.162,234.72,15.4
1166351520,3.62,0.162,234.58,15.4
1166351580,3.42,0.172,235.19,14.6
1166351640,3.3560000000000003,0.188,235.26,14.2
1166351700,3.362,0.188,235.42,14.2
1166351760,3.372,0.19,235.72,14.2
1166351820,3.38,0.188,236.11,14.2
1166351880,3.344,0.184,234.99,14.2
1166351940,3.612,0.172,234.74,15.4
1166352000,3.6519999999999997,0.16399999999999998,234.97,15.6
1166352060,3.638,0.166,234.44,15.4
1166352120,3.6180000000000003,0.17600000000000002,234.12,15.4
1166352180,3.588,0.17800000000000002,233.88,15.4
1166352240,3.596,0.17600000000000002,233.39,15.4
1166352300,3.708,0.052000000000000005,234.25,15.8
1166352360,3.79,0.054000000000000006,234.9,16.0
1166352420,3.76,0.052000000000000005,233.79,16.0
1166352480,3.7539999999999996,0.052000000000000005,233.49,16.0
1166352540,3.742,0.048,232.74,16.0
1166352600,3.9539999999999997,0.046,232.09,17.0
1166352660,3.81,0.046,231.71,16.4
1166352720,3.8080000000000003,0.1,231.57,16.4
1166352780,3.978,0.24,231.06,17.2
1166352840,3.9739999999999998,0.23199999999999998,230.35,17.2
1166352900,4.006,0.222,229.85,17.4
1166352960,4.112,0.302,230.96,17.8
1166353020,4.06,0.304,229.57,17.6
1166353080,4.05,0.294,230.68,17.6
1166353140,4.046,0.3,229.63,17.6
1166353200,4.078,0.3,230.78,17.6
1166353260,4.18,0.31,234.09,17.8
1166353320,4.132,0.306,233.78,17.6
1166353380,3.7680000000000002,0.312,234.67,16.0
1166353440,3.556,0.36,233.42,15.2
1166353500,3.528,0.436,233.77,15.2
1166353560,2.9219999999999997,0.38,234.78,12.6
1166353620,2.42,0.3,235.32,10.4
1166353680,2.398,0.368,231.7,10.4
1166353740,2.398,0.37,231.83,10.4
1166353800,2.388,0.366,231.31,10.4
1166353860,2.432,0.376,233.97,10.4
1166353920,3.764,0.562,232.4,16.6
1166353980,3.782,0.44,233.22,16.4
1166354040,3.222,0.35,233.95,14.2
1166354100,2.21,0.226,234.54,9.4
1166354160,2.208,0.22399999999999998,234.5,9.4
1166354220,2.22,0.228,235.39,9.4
1166354280,2.234,0.23199999999999998,236.35,9.4
1166354340,2.224,0.23,236.29,9.4
1166354400,2.164,0.212,235.82,9.2
1166354460,2.472,0.276,235.79,10.8
1166354520,2.506,0.256,235.86,11.0
1166354580,2.168,0.214,235.9,9.2
1166354640,2.154,0.21,235.16,9.2
1166354700,2.146,0.20800000000000002,234.66,9.2
1166354760,2.134,0.20800000000000002,234.48,9.0
1166354820,2.104,0.198,232.36,9.0
1166354880,2.104,0.19399999999999998,232.24,9.0
1166354940,2.116,0.2,233.35,9.0
1166355000,2.114,0.20199999999999999,233.42,9.0
1166355060,2.532,0.38,232.29,11.0
1166355120,2.478,0.248,232.7,10.6
1166355180,2.366,0.08800000000000001,232.56,10.2
1166355240,2.74,0.156,233.91,11.6
1166355300,3.424,0.17800000000000002,232.75,14.8
1166355360,3.5380000000000003,0.258,231.41,15.2
1166355420,4.012,0.37799999999999995,231.18,17.6
1166355480,4.842,0.426,230.08,21.2
1166355540,3.5780000000000003,0.45,233.04,15.4
1166355600,3.438,0.426,233.2,14.8
1166355660,3.29,0.28,233.65,14.0
1166355720,3.13,0.268,232.88,13.4
1166355780,3.15,0.264,232.31,13.6
1166355840,3.3139999999999996,0.264,232.63,14.2
1166355900,3.022,0.266,232.41,13.0
1166355960,3.0039999999999996,0.264,232.43,13.0
1166356020,3.02,0.266,232.6,13.0
1166356080,2.96,0.17600000000000002,232.52,12.8
1166356140,3.5439999999999996,0.166,231.68,15.6
1166356200,2.9339999999999997,0.17,232.11,12.6
1166356260,3.034,0.168,232.19,13.0
1166356320,3.2439999999999998,0.168,232.77,14.0
1166356380,3.304,0.16399999999999998,231.7,14.2
1166356440,3.0239999999999996,0.166,231.47,13.0
1166356500,3.032,0.168,231.83,13.0
1166356560,2.826,0.16,230.37,12.2
1166356620,2.5580000000000003,0.16,231.97,11.0
1166356680,2.5140000000000002,0.16399999999999998,232.93,10.8
1166356740,2.406,0.166,233.07,10.4
1166356800,2.388,0.166,232.78,10.2
1166356860,2.314,0.17,233.79,9.8
1166356920,2.326,0.172,234.51,10.0
1166356980,2.56,0.17,233.87,11.2
1166357040,2.67,0.168,234.12,11.6
1166357100,2.42,0.10400000000000001,233.75,10.4
1166357160,2.55,0.048,233.02,11.0
1166357220,2.6,0.102,232.75,11.2
1166357280,2.628,0.162,232.57,11.2
1166357340,2.6319999999999997,0.16399999999999998,233.02,11.2
1166357400,2.6639999999999997,0.162,232.92,11.4
1166357460,2.576,0.16399999999999998,233.24,11.0
1166357520,2.972,0.17,236.43,12.6
1166357580,3.202,0.16399999999999998,235.3,13.6
1166357640,3.178,0.166,235.52,13.6
1166357700,3.19,0.162,235.17,13.6
1166357760,3.26,0.21600000000000003,235.0,14.0
1166357820,3.262,0.26,234.6,14.0
1166357880,3.39,0.364,234.43,14.6
1166357940,3.5660000000000003,0.37799999999999995,234.1,15.4
1166358000,3.668,0.374,234.1,15.8
1166358060,4.4639999999999995,0.38799999999999996,233.9,19.4
1166358120,4.448,0.396,233.44,19.4
1166358180,3.698,0.38799999999999996,236.07,15.8
1166358240,3.7119999999999997,0.396,236.92,15.8
1166358300,3.7319999999999998,0.4,237.66,15.8
1166358360,3.736,0.402,238.05,15.8
1166358420,3.66,0.302,237.73,15.4
1166358480,3.636,0.298,237.01,15.4
1166358540,3.62,0.29600000000000004,236.47,15.4
1166358600,3.614,0.292,236.16,15.4
1166358660,3.59,0.284,235.07,15.4
1166358720,3.61,0.28600000000000003,235.7,15.4
1166358780,3.616,0.29,236.23,15.4
1166358840,3.6439999999999997,0.292,236.6,15.4
1166358900,3.822,0.29,235.93,16.2
1166358960,3.5380000000000003,0.308,238.31,15.0
1166359020,3.5039999999999996,0.31,238.69,14.8
1166359080,3.682,0.308,238.8,15.4
1166359140,3.694,0.314,239.45,15.4
1166359200,3.6919999999999997,0.312,239.47,15.4
1166359260,3.7119999999999997,0.318,240.35,15.6
1166359320,3.628,0.314,239.82,15.2
1166359380,3.3739999999999997,0.32,239.76,14.2
1166359440,3.3680000000000003,0.322,239.91,14.2
1166359500,3.352,0.318,239.53,14.0
1166359560,3.35,0.32,239.63,14.0
1166359620,3.318,0.31,238.11,14.0
1166359680,3.324,0.31,238.46,14.0
1166359740,3.594,0.308,238.81,15.2
1166359800,3.798,0.308,238.88,16.0
1166359860,3.852,0.308,238.62,16.2
1166359920,3.832,0.304,238.0,16.2
1166359980,3.832,0.304,238.0,16.2
1166360040,3.75,0.3,237.52,15.8
1166360100,3.568,0.302,237.97,15.0
1166360160,3.4760000000000004,0.28800000000000003,238.08,14.6
1166360220,3.3160000000000003,0.266,236.6,14.0
1166360280,3.2739999999999996,0.258,236.88,13.8
1166360340,3.2439999999999998,0.254,238.01,13.6
1166360400,3.576,0.252,237.8,15.2
1166360460,3.898,0.25,238.03,16.4
1166360520,3.638,0.262,238.51,15.2
1166360580,3.2039999999999997,0.266,238.69,13.4
1166360640,3.0780000000000003,0.266,238.79,12.8
1166360700,3.076,0.266,238.7,12.8
1166360760,3.0860000000000003,0.256,239.34,12.8
1166360820,3.002,0.162,238.17,12.6
1166360880,2.992,0.162,238.0,12.6
1166360940,3.0380000000000003,0.214,237.82,12.8
1166361000,3.088,0.29,237.8,13.0
1166361060,3.116,0.29600000000000004,239.26,13.0
1166361120,3.108,0.29600000000000004,239.19,13.0
1166361180,3.096,0.292,238.82,13.0
1166361240,3.0860000000000003,0.29,238.48,13.0
1166361300,3.076,0.28800000000000003,238.0,13.0
1166361360,3.08,0.28800000000000003,238.15,13.0
1166361420,3.08,0.29,238.27,13.0
1166361480,3.096,0.28600000000000003,237.52,13.0
1166361540,3.13,0.28800000000000003,237.89,13.2
1166361600,3.074,0.29,238.07,13.0
1166361660,3.1180000000000003,0.302,239.79,13.0
1166361720,3.082,0.292,238.12,13.0
1166361780,3.068,0.28800000000000003,237.59,13.0
1166361840,3.0839999999999996,0.292,238.37,13.0
1166361900,3.2680000000000002,0.294,239.23,13.6
1166361960,3.3160000000000003,0.28800000000000003,238.55,13.8
1166362020,3.07,0.28800000000000003,238.01,12.8
1166362080,3.1,0.29600000000000004,239.25,13.0
1166362140,3.0980000000000003,0.28800000000000003,239.44,13.0
1166362200,3.096,0.28,239.79,12.8
1166362260,3.1,0.28,240.04,13.0
1166362320,3.094,0.278,239.71,12.8
1166362380,3.1,0.28,240.01,12.8
1166362440,3.1180000000000003,0.284,240.87,13.0
1166362500,3.1239999999999997,0.28600000000000003,241.09,13.0
1166362560,3.108,0.312,241.4,12.8
1166362620,3.14,0.392,241.29,13.0
1166362680,3.138,0.392,241.37,13.0
1166362740,3.12,0.39,241.07,13.0
1166362800,3.102,0.384,239.65,13.0
1166362860,3.0980000000000003,0.384,239.57,13.0
1166362920,3.0860000000000003,0.38,239.01,13.0
1166362980,3.08,0.38,238.83,13.0
1166363040,2.9960000000000004,0.38,238.59,12.6
1166363100,2.9139999999999997,0.28800000000000003,238.27,12.2
1166363160,2.986,0.248,238.71,12.4
1166363220,2.84,0.19,238.66,11.8
1166363280,2.824,0.142,237.35,11.8
1166363340,2.97,0.14400000000000002,238.17,12.4
1166363400,2.91,0.14400000000000002,238.49,12.2
1166363460,2.7539999999999996,0.152,239.17,11.4
1166363520,2.588,0.156,240.12,10.8
1166363580,2.6239999999999997,0.172,239.32,11.0
1166363640,2.614,0.18,240.99,10.8
1166363700,2.6180000000000003,0.182,241.31,10.8
1166363760,2.6039999999999996,0.18,240.53,10.8
1166363820,2.596,0.17800000000000002,239.99,10.8
1166363880,2.588,0.17600000000000002,239.55,10.8
1166363940,2.694,0.28600000000000003,239.68,11.2
1166364000,2.69,0.31,239.17,11.2
1166364060,2.682,0.304,238.35,11.2
1166364120,2.688,0.306,238.89,11.2
1166364180,2.688,0.31,239.28,11.2
1166364240,2.688,0.308,239.24,11.2
1166364300,2.694,0.308,239.19,11.2
1166364360,2.69,0.304,238.92,11.2
1166364420,2.688,0.306,238.91,11.2
1166364480,2.156,0.318,240.49,9.2
1166364540,1.65,0.322,240.8,7.0
1166364600,1.652,0.32,240.62,7.0
1166364660,1.646,0.322,241.02,7.0
1166364720,1.656,0.326,241.78,7.0
1166364780,1.6480000000000001,0.324,241.32,7.0
1166364840,1.6540000000000001,0.326,241.72,7.0
1166364900,1.632,0.314,239.4,7.0
1166364960,1.632,0.31,238.58,7.0
1166365020,1.676,0.336,239.18,7.2
1166365080,1.714,0.414,239.18,7.4
1166365140,1.72,0.418,239.7,7.4
1166365200,1.726,0.42200000000000004,240.32,7.4
1166365260,1.722,0.408,240.42,7.4
1166365320,1.6540000000000001,0.302,240.46,7.0
1166365380,1.662,0.306,241.6,7.0
1166365440,1.66,0.308,241.47,7.0
1166365500,1.66,0.308,241.65,7.0
1166365560,1.6540000000000001,0.31,241.96,7.0
1166365620,1.652,0.308,241.7,7.0
1166365680,1.5819999999999999,0.21,241.41,6.6
1166365740,1.5819999999999999,0.20199999999999999,241.31,6.6
1166365800,1.5419999999999998,0.14400000000000002,241.22,6.4
1166365860,1.6780000000000002,0.062,240.08,7.0
1166365920,1.7480000000000002,0.066,240.82,7.2
1166365980,1.7519999999999998,0.066,240.96,7.2
1166366040,1.91,0.064,240.92,8.0
1166366100,2.136,0.062,241.29,8.8
1166366160,1.754,0.07200000000000001,242.49,7.2
1166366220,0.862,0.076,243.62,3.6
1166366280,0.812,0.076,243.53,3.4
1166366340,0.8079999999999999,0.08,244.13,3.4
1166366400,0.8059999999999999,0.08199999999999999,244.39,3.4
1166366460,0.812,0.08199999999999999,244.26,3.4
1166366520,0.818,0.084,245.07,3.4
1166366580,0.82,0.086,245.96,3.4
1166366640,0.848,0.11199999999999999,245.73,3.6
1166366700,0.914,0.222,245.23,3.8
1166366760,0.902,0.222,245.01,3.8
1166366820,0.902,0.222,244.98,3.8
1166366880,0.902,0.222,245.13,3.8
1166366940,0.902,0.218,244.47,3.8
1166367000,0.888,0.218,244.24,3.8
1166367060,0.892,0.22,244.7,3.8
1166367120,0.85,0.21600000000000003,245.8,3.6
1166367180,0.7959999999999999,0.20600000000000002,245.52,3.4
1166367240,0.9,0.20199999999999999,245.37,3.8
1166367300,0.912,0.204,245.76,3.8
1166367360,0.912,0.20199999999999999,245.77,3.8
1166367420,0.914,0.20600000000000002,246.16,3.8
1166367480,0.938,0.22,245.5,4.0
1166367540,0.9520000000000001,0.318,245.39,4.0
1166367600,1.1159999999999999,0.344,245.22,4.8
1166367660,0.8640000000000001,0.308,245.4,3.8
1166367720,0.7240000000000001,0.276,245.89,3.0
1166367780,0.602,0.276,245.37,2.6
1166367840,0.5660000000000001,0.278,245.56,2.6
1166367900,0.5660000000000001,0.28,245.82,2.6
1166367960,0.5660000000000001,0.284,246.65,2.6
1166368020,0.564,0.278,245.9,2.4
1166368080,0.56,0.27399999999999997,245.04,2.4
1166368140,0.5,0.184,245.69,2.2
1166368200,0.49200000000000005,0.172,246.0,2.0
1166368260,0.496,0.17600000000000002,247.08,2.0
1166368320,0.498,0.182,247.92,2.0
1166368380,0.41600000000000004,0.052000000000000005,248.33,1.6
1166368440,0.40399999999999997,0.0,247.27,1.6
1166368500,0.40399999999999997,0.0,247.09,1.6
1166368560,0.318,0.0,246.84,1.2
1166368620,0.292,0.0,246.27,1.2
1166368680,0.29,0.0,245.95,1.2
1166368740,0.28800000000000003,0.0,244.99,1.2
1166368800,0.28600000000000003,0.0,244.0,1.2
1166368860,0.28800000000000003,0.0,245.05,1.2
1166368920,0.396,0.156,245.92,1.8
1166368980,0.382,0.154,245.24,1.6
1166369040,0.382,0.156,245.61,1.6
1166369100,0.38,0.156,245.64,1.6
1166369160,0.37799999999999995,0.154,245.36,1.6
1166369220,0.444,0.228,244.7,2.0
1166369280,0.478,0.292,244.56,2.2
1166369340,0.47200000000000003,0.29,244.28,2.2
1166369400,0.47,0.292,244.69,2.2
1166369460,0.47,0.294,245.05,2.2
1166369520,0.46799999999999997,0.3,245.95,2.2
1166369580,0.46399999999999997,0.29600000000000004,245.51,2.2
1166369640,0.462,0.29600000000000004,245.3,2.2
1166369700,0.396,0.27,245.55,2.0
1166369760,0.37799999999999995,0.266,246.03,1.8
1166369820,0.37799999999999995,0.266,245.94,1.8
1166369880,0.376,0.264,245.68,1.8
1166369940,0.374,0.264,245.5,1.8
1166370000,0.44,0.336,246.0,2.2
1166370060,0.452,0.38,246.59,2.4
1166370120,0.45399999999999996,0.382,246.81,2.4
1166370180,0.45399999999999996,0.386,247.59,2.4
1166370240,0.452,0.382,247.03,2.4
1166370300,0.45,0.382,246.96,2.4
1166370360,0.446,0.38,246.55,2.4
1166370420,0.444,0.38,246.62,2.4
1166370480,0.442,0.374,245.99,2.2
1166370540,0.44,0.37200000000000005,245.49,2.2
1166370600,0.38799999999999996,0.292,244.78,2.0
1166370660,0.366,0.26,244.86,1.8
1166370720,0.364,0.256,244.42,1.8
1166370780,0.366,0.258,244.8,1.8
1166370840,0.284,0.134,245.61,1.2
1166370900,0.276,0.122,245.63,1.2
1166370960,0.27399999999999997,0.11800000000000001,244.57,1.2
1166371020,0.27399999999999997,0.11599999999999999,244.19,1.2
1166371080,0.27399999999999997,0.12,244.82,1.2
1166371140,0.276,0.12,244.89,1.2
1166371200,0.278,0.126,246.17,1.2
1166371260,0.23800000000000002,0.055999999999999994,246.4,1.0
1166371320,0.20800000000000002,0.0,246.46,0.8
1166371380,0.20600000000000002,0.0,245.94,0.8
1166371440,0.20600000000000002,0.0,245.98,0.8
1166371500,0.20600000000000002,0.0,245.56,0.8
1166371560,0.204,0.0,245.22,0.8
1166371620,0.204,0.0,244.14,0.8
1166371680,0.212,0.0,244.0,1.0
1166371740,0.316,0.134,244.62,1.4
1166371800,0.308,0.132,244.61,1.4
1166371860,0.306,0.134,244.97,1.4
1166371920,0.306,0.136,245.51,1.4
1166371980,0.306,0.14,246.37,1.4
1166372040,0.306,0.14,246.42,1.4
1166372100,0.302,0.14,246.11,1.4
1166372160,0.302,0.14,246.32,1.4
1166372220,0.3,0.136,245.61,1.4
1166372280,0.3,0.138,245.86,1.4
1166372340,0.302,0.142,246.73,1.4
1166372400,0.3,0.136,245.53,1.4
1166372460,0.316,0.138,244.92,1.6
1166372520,0.376,0.24,244.78,1.8
1166372580,0.374,0.23800000000000002,244.49,1.8
1166372640,0.37200000000000005,0.23600000000000002,244.02,1.8
1166372700,0.37200000000000005,0.23600000000000002,243.92,1.8
1166372760,0.37200000000000005,0.23600000000000002,244.04,1.8
1166372820,0.368,0.23399999999999999,243.56,1.8
1166372880,0.368,0.23399999999999999,243.87,1.8
1166372940,0.366,0.23399999999999999,243.73,1.8
1166373000,0.366,0.23399999999999999,243.6,1.8
1166373060,0.342,0.2,243.19,1.6
1166373120,0.294,0.132,244.16,1.2
1166373180,0.23,0.0,244.14,1.0
1166373240,0.20199999999999999,0.0,243.24,0.8
1166373300,0.20199999999999999,0.0,243.47,0.8
1166373360,0.20199999999999999,0.0,243.71,0.8
1166373420,0.204,0.0,244.17,0.8
1166373480,0.204,0.0,244.46,0.8
1166373540,0.204,0.0,244.92,0.8
1166373600,0.20600000000000002,0.0,245.31,0.8
1166373660,0.204,0.0,244.02,0.8
1166373720,0.204,0.0,243.88,0.8
1166373780,0.20199999999999999,0.0,243.94,0.8
1166373840,0.20199999999999999,0.0,243.78,0.8
1166373900,0.20199999999999999,0.0,243.79,0.8
1166373960,0.20199999999999999,0.0,243.15,0.8
1166374020,0.20199999999999999,0.0,243.79,0.8
1166374080,0.3,0.1,244.15,1.4
1166374140,0.31,0.134,245.12,1.4
1166374200,0.308,0.134,245.27,1.4
1166374260,0.306,0.136,245.61,1.4
1166374320,0.304,0.132,244.63,1.4
1166374380,0.3,0.13,244.2,1.4
1166374440,0.3,0.128,243.98,1.4
1166374500,0.29600000000000004,0.122,242.81,1.2
1166374560,0.29600000000000004,0.124,242.92,1.2
1166374620,0.29600000000000004,0.126,243.36,1.2
1166374680,0.29600000000000004,0.126,243.64,1.2
1166374740,0.29600000000000004,0.13,244.18,1.2
1166374800,0.29600000000000004,0.13,244.05,1.2
1166374860,0.298,0.132,244.43,1.2
1166374920,0.298,0.132,244.5,1.2
1166374980,0.324,0.146,243.95,1.6
1166375040,0.37200000000000005,0.23399999999999999,243.72,1.8
1166375100,0.37200000000000005,0.23399999999999999,243.74,1.8
1166375160,0.37200000000000005,0.23199999999999998,243.46,1.8
1166375220,0.368,0.226,242.39,1.8
1166375280,0.368,0.226,242.17,1.8
1166375340,0.368,0.23,242.92,1.8
1166375400,0.348,0.20199999999999999,243.36,1.6
1166375460,0.276,0.096,243.61,1.2
1166375520,0.27399999999999997,0.096,243.19,1.2
1166375580,0.226,0.0,242.83,1.0
1166375640,0.292,0.094,243.06,1.4
1166375700,0.292,0.11199999999999999,242.82,1.2
1166375760,0.292,0.11199999999999999,242.98,1.2
1166375820,0.294,0.11599999999999999,243.98,1.2
1166375880,0.292,0.11599999999999999,243.65,1.2
1166375940,0.29,0.114,243.23,1.2
1166376000,0.29,0.114,243.4,1.2
1166376060,0.28800000000000003,0.114,243.1,1.2
1166376120,0.28600000000000003,0.11199999999999999,242.85,1.2
1166376180,0.28600000000000003,0.114,243.32,1.2
1166376240,0.284,0.11199999999999999,243.11,1.2
1166376300,0.282,0.11,242.32,1.2
1166376360,0.39799999999999996,0.24600000000000002,242.31,2.0
1166376420,0.382,0.244,241.97,1.8
1166376480,0.38,0.24600000000000002,242.51,1.8
1166376540,0.376,0.24600000000000002,242.4,1.8
1166376600,0.374,0.24600000000000002,242.29,1.8
1166376660,0.37200000000000005,0.24600000000000002,242.21,1.8
1166376720,0.37200000000000005,0.25,242.9,1.8
1166376780,0.37,0.25,242.87,1.8
1166376840,0.37,0.252,243.57,1.8
1166376900,0.37,0.256,244.26,1.8
1166376960,0.37,0.258,244.38,1.8
1166377020,0.37,0.256,244.0,1.8
1166377080,0.368,0.256,244.24,1.8
1166377140,0.368,0.256,244.12,1.8
1166377200,0.368,0.254,244.02,1.8
1166377260,0.32799999999999996,0.184,244.45,1.6
1166377320,0.298,0.134,244.82,1.4
1166377380,0.29600000000000004,0.132,244.34,1.2
1166377440,0.29600000000000004,0.13,243.95,1.2
1166377500,0.294,0.124,242.93,1.2
1166377560,0.374,0.21,242.44,1.8
1166377620,0.28,0.094,242.84,1.2
1166377680,0.28,0.096,243.36,1.2
1166377740,0.282,0.098,244.19,1.2
1166377800,0.282,0.1,244.63,1.2
1166377860,0.28,0.1,244.85,1.2
1166377920,0.28,0.102,244.91,1.2
1166377980,0.276,0.096,243.6,1.2
1166378040,0.276,0.096,243.61,1.2
1166378100,0.218,0.0,244.18,1.0
1166378160,0.204,0.0,243.93,0.8
1166378220,0.204,0.0,244.55,0.8
1166378280,0.20600000000000002,0.0,244.85,0.8
1166378340,0.20800000000000002,0.0,244.54,0.8
1166378400,0.21,0.0,244.2,0.8
1166378460,0.21,0.0,245.21,0.8
1166378520,0.278,0.07,245.48,1.2
1166378580,0.314,0.132,244.47,1.4
1166378640,0.312,0.138,245.83,1.4
1166378700,0.312,0.142,246.78,1.4
1166378760,0.312,0.146,247.33,1.4
1166378820,0.312,0.15,247.97,1.4
1166378880,0.312,0.15,248.05,1.4
1166378940,0.31,0.15,248.08,1.4
1166379000,0.308,0.15,248.07,1.4
1166379060,0.304,0.142,246.45,1.4
1166379120,0.304,0.142,246.49,1.4
1166379180,0.304,0.14400000000000002,246.88,1.4
1166379240,0.302,0.142,246.46,1.4
1166379300,0.302,0.14400000000000002,246.8,1.4
1166379360,0.304,0.14400000000000002,247.15,1.4
1166379420,0.304,0.146,247.51,1.4
1166379480,0.304,0.14400000000000002,247.19,1.4
1166379540,0.304,0.146,247.18,1.4
1166379600,0.302,0.14400000000000002,246.97,1.4
1166379660,0.302,0.14,246.31,1.4
1166379720,0.24,0.048,246.56,1.0
1166379780,0.21,0.0,246.98,0.8
1166379840,0.21,0.0,247.03,0.8
1166379900,0.21,0.0,247.48,0.8
1166379960,0.212,0.0,247.91,0.8
1166380020,0.212,0.0,247.9,0.8
1166380080,0.304,0.11199999999999999,247.44,1.4
1166380140,0.28600000000000003,0.11,246.95,1.2
1166380200,0.28600000000000003,0.106,245.8,1.2
1166380260,0.284,0.102,245.24,1.2
1166380320,0.284,0.106,246.04,1.2
1166380380,0.282,0.10400000000000001,245.52,1.2
1166380440,0.282,0.10400000000000001,245.72,1.2
1166380500,0.28,0.106,246.03,1.2
1166380560,0.26,0.076,246.11,1.2
1166380620,0.20800000000000002,0.0,245.72,0.8
1166380680,0.264,0.055999999999999994,245.9,1.2
1166380740,0.318,0.14,246.58,1.4
1166380800,0.312,0.138,245.93,1.4
1166380860,0.31,0.138,246.03,1.4
1166380920,0.308,0.138,245.98,1.4
1166380980,0.308,0.142,246.78,1.4
1166381040,0.308,0.14400000000000002,247.17,1.4
1166381100,0.308,0.146,247.52,1.4
1166381160,0.308,0.15,248.27,1.4
1166381220,0.308,0.14800000000000002,247.91,1.4
1166381280,0.304,0.14400000000000002,247.22,1.4
1166381340,0.306,0.146,247.54,1.4
1166381400,0.306,0.146,247.46,1.4
1166381460,0.304,0.14800000000000002,247.61,1.4
1166381520,0.306,0.15,248.07,1.4
1166381580,0.306,0.15,248.31,1.4
1166381640,0.304,0.146,247.73,1.4
1166381700,0.304,0.14800000000000002,247.81,1.4
1166381760,0.304,0.14800000000000002,247.81,1.4
1166381820,0.272,0.098,247.95,1.2
1166381880,0.212,0.0,248.48,0.8
1166381940,0.212,0.0,248.11,0.8
1166382000,0.21,0.0,247.42,0.8
1166382060,0.20800000000000002,0.0,246.17,0.8
1166382120,0.282,0.084,246.17,1.4
1166382180,0.29600000000000004,0.124,245.83,1.2
1166382240,0.29600000000000004,0.126,246.05,1.2
1166382300,0.29600000000000004,0.124,245.59,1.2
1166382360,0.29600000000000004,0.124,245.94,1.2
1166382420,0.29600000000000004,0.126,246.21,1.2
1166382480,0.29600000000000004,0.126,246.18,1.2
1166382540,0.29600000000000004,0.126,246.23,1.2
1166382600,0.368,0.20600000000000002,246.1,1.8
1166382660,0.366,0.228,245.07,1.8
1166382720,0.368,0.23199999999999998,245.73,1.8
1166382780,0.368,0.23399999999999999,246.31,1.8
1166382840,0.47,0.35600000000000004,246.2,2.4
1166382900,0.47,0.376,246.11,2.4
1166382960,0.46399999999999997,0.37799999999999995,246.38,2.4
1166383020,0.45799999999999996,0.37,245.38,2.4
1166383080,0.44799999999999995,0.358,244.59,2.2
1166383140,0.37799999999999995,0.254,243.95,1.8
1166383200,0.376,0.256,244.31,1.8
1166383260,0.37799999999999995,0.26,245.13,1.8
1166383320,0.37799999999999995,0.266,245.92,1.8
1166383380,0.37799999999999995,0.27,246.58,1.8
1166383440,0.38,0.276,247.49,1.8
1166383500,0.37799999999999995,0.27399999999999997,247.27,1.8
1166383560,0.376,0.27,246.61,1.8
1166383620,0.37200000000000005,0.264,246.12,1.8
1166383680,0.3,0.136,245.78,1.4
1166383740,0.3,0.136,245.51,1.4
1166383800,0.298,0.134,245.05,1.4
1166383860,0.298,0.132,244.66,1.2
1166383920,0.248,0.055999999999999994,244.84,1.0
1166383980,0.20600000000000002,0.0,245.06,0.8
1166384040,0.20600000000000002,0.0,245.08,0.8
1166384100,0.20800000000000002,0.0,245.63,0.8
1166384160,0.20600000000000002,0.0,245.39,0.8
1166384220,0.20600000000000002,0.0,245.18,0.8
1166384280,0.20800000000000002,0.0,245.54,0.8
1166384340,0.20800000000000002,0.0,245.73,0.8
1166384400,0.20800000000000002,0.0,246.21,0.8
1166384460,0.21,0.0,246.72,0.8
1166384520,0.21,0.0,247.08,0.8
1166384580,0.20800000000000002,0.0,246.23,0.8
1166384640,0.20800000000000002,0.0,245.74,0.8
1166384700,0.204,0.0,244.17,0.8
1166384760,0.20600000000000002,0.0,244.82,0.8
1166384820,0.20600000000000002,0.0,244.74,0.8
1166384880,0.20600000000000002,0.0,245.04,0.8
1166384940,0.302,0.10400000000000001,245.69,1.4
1166385000,0.316,0.138,246.18,1.4
1166385060,0.31,0.136,245.85,1.4
1166385120,0.31,0.138,246.37,1.4
1166385180,0.376,0.20800000000000002,245.96,1.8
1166385240,0.384,0.24600000000000002,245.92,1.8
1166385300,0.382,0.242,245.25,1.8
1166385360,0.382,0.24600000000000002,245.73,1.8
1166385420,0.37799999999999995,0.242,245.14,1.8
1166385480,0.376,0.24,245.09,1.8
1166385540,0.376,0.244,245.49,1.8
1166385600,0.37799999999999995,0.248,246.08,1.8
1166385660,0.384,0.25,246.45,1.8
1166385720,0.316,0.158,245.62,1.4
1166385780,0.302,0.136,245.58,1.4
1166385840,0.3,0.132,244.68,1.4
1166385900,0.3,0.136,245.33,1.4
