timestamp_0,timestamp_1,timestamp_2,timestamp_3,timestamp_4,timestamp_5,timestamp_6,timestamp_7,timestamp_8,timestamp_9,timestamp_10,PM2.5,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,PM10
13626249,13626257,13626257,13626251,13626249,13626236,13626251,13626261,13626228,13626237,13626257,217.0,169.0,171.0,4000.0,17.0,16.5,1003.6,-1.6,0.0,1.7,255.0
13626290,13626306,13626290,13626306,13626284,13626279,13626269,13626297,13626274,13626275,13626298,255.0,154.0,201.0,4000.0,17.0,17.1,1001.6,-3.1,0.0,3.7,311.0
13626334,13626329,13626315,13626315,13626345,13626329,13626324,13626324,13626322,13626326,13626322,258.0,111.0,226.0,3700.0,17.0,17.7,1000.2,-3.2,0.0,3.1,283.0
13626380,13626338,13626371,13626345,13626346,13626346,13626349,13626376,13626343,13626350,13626345,277.0,102.0,167.0,2899.0,39.0,18.3,998.6,-3.2,0.0,3.6,284.0
13626399,13626384,13626379,13626391,13626375,13626393,13626401,13626397,13626411,13626394,13626394,282.0,79.0,130.0,2399.0,61.0,18.6,997.6,-1.8,0.0,3.3,326.0
13626440,13626431,13626418,13626425,13626429,13626434,13626434,13626440,13626416,13626429,13626437,267.0,62.0,97.0,1899.0,80.0,17.9,997.2,-0.9,0.0,1.9,310.0
13626467,13626470,13626458,13626489,13626474,13626482,13626453,13626468,13626493,13626475,13626482,216.0,64.0,86.0,1600.0,84.0,15.4,997.1,-1.7,0.0,1.4,257.0
13626490,13626492,13626514,13626511,13626518,13626495,13626516,13626515,13626508,13626495,13626486,201.0,76.0,125.0,1899.0,84.0,14.4,997.4,-2.5,0.0,1.9,255.0
13626528,13626532,13626545,13626532,13626537,13626552,13626542,13626553,13626542,13626516,13626547,211.0,79.0,173.0,2399.0,10.0,13.4,997.9,-2.6,0.0,1.5,287.0
13626564,13626573,13626584,13626564,13626575,13626574,13626584,13626579,13626576,13626575,13626577,227.0,99.0,207.0,3399.0,84.0,11.8,997.7,-2.1,0.0,1.5,298.0
13626614,13626613,13626618,13626603,13626604,13626612,13626622,13626604,13626615,13626603,13626609,282.0,114.0,213.0,4000.0,84.0,9.2,997.9,-1.3,0.0,1.4,377.0
13626638,13626645,13626644,13626665,13626626,13626658,13626642,13626645,13626672,13626634,13626645,363.0,126.0,210.0,4000.0,84.0,7.5,998.3,-1.2,0.0,1.3,452.0
13626687,13626690,13626694,13626680,13626685,13626693,13626691,13626688,13626680,13626685,13626690,376.0,128.0,209.0,3799.0,84.0,6.6,998.4,-0.9,0.0,0.1,426.0
13626738,13626713,13626724,13626716,13626730,13626737,13626729,13626708,13626726,13626726,13626722,344.0,107.0,195.0,3799.0,84.0,4.1,998.2,-1.3,0.0,0.0,389.0
13626759,13626754,13626758,13626776,13626757,13626761,13626755,13626733,13626741,13626753,13626759,339.0,90.0,177.0,4099.0,84.0,3.3,998.5,-1.7,0.0,0.9,370.0
13626889,13626892,13626897,13626891,13626889,13626878,13626921,13626889,13626915,13626892,13626909,315.0,47.0,144.0,3200.0,84.0,1.4,999.0,-1.5,0.0,0.8,346.0
13626945,13626919,13626953,13626928,13626934,13626920,13626937,13626931,13626942,13626928,13626941,310.0,45.0,146.0,3299.0,84.0,1.1,999.7,-1.8,0.0,0.8,327.0
13626958,13626959,13626962,13626970,13626967,13626976,13626976,13626959,13626970,13626986,13626955,309.0,44.0,145.0,4099.0,84.0,5.7,1000.4,0.5,0.0,1.0,318.0
13627022,13627007,13627010,13627001,13627006,13627009,13627008,13627012,13627008,13627004,13627003,310.0,88.0,137.0,4900.0,84.0,10.9,1000.8,1.4,0.0,0.7,337.0
13627057,13627054,13627048,13627025,13627038,13627034,13627052,13627048,13627050,13627042,13627048,326.0,144.0,149.0,5200.0,84.0,16.9,1001.1,-0.4,0.0,1.0,371.0
13627096,13627116,13627118,13627137,13627109,13627126,13627123,13627111,13627109,13627129,13627099,219.0,83.0,160.0,3100.0,84.0,20.5,1000.5,-3.3,0.0,4.4,362.0
13627144,13627149,13627148,13627157,13627165,13627133,13627152,13627143,13627154,13627159,13627164,104.0,37.0,101.0,1399.0,84.0,21.7,999.4,-2.3,0.0,3.0,194.0
13627186,13627194,13627197,13627181,13627178,13627191,13627186,13627174,13627209,13627175,13627185,121.0,40.0,96.0,1300.0,84.0,22.5,998.2,-2.3,0.0,3.3,225.0
13627235,13627216,13627242,13627210,13627227,13627215,13627219,13627226,13627212,13627231,13627224,184.0,49.0,104.0,1800.0,84.0,17.4,998.3,1.4,0.0,4.5,348.0
13627265,13627277,13627275,13627259,13627257,13627245,13627261,13627240,13627261,13627266,13627263,330.0,102.0,139.0,3600.0,84.0,13.9,999.5,1.2,0.0,2.7,508.0
13627286,13627290,13627303,13627277,13627287,13627293,13627287,13627305,13627295,13627273,13627289,172.0,84.0,84.0,1700.0,84.0,11.9,1000.2,0.0,0.0,2.6,284.0
13627344,13627339,13627336,13627344,13627340,13627318,13627327,13627332,13627340,13627309,13627351,114.0,68.0,68.0,1100.0,68.0,10.3,999.9,-0.5,0.0,2.8,181.0
13627371,13627367,13627377,13627354,13627367,13627371,13627370,13627362,13627375,13627357,13627366,82.0,55.0,63.0,900.0,68.0,9.3,1000.6,-0.9,0.0,1.4,128.0
13627391,13627401,13627406,13627396,13627401,13627387,13627396,13627407,13627421,13627412,13627411,84.0,46.0,73.0,1100.0,68.0,8.0,1000.5,-0.3,0.0,0.8,123.0
13627437,13627438,13627435,13627446,13627451,13627445,13627441,13627430,13627445,13627419,13627436,91.0,48.0,65.0,1000.0,68.0,7.9,1000.4,-1.6,0.0,1.4,104.0
13627471,13627484,13627477,13627490,13627474,13627483,13627499,13627473,13627466,13627474,13627477,81.0,43.0,61.0,1100.0,68.0,7.2,1000.0,-1.5,0.0,1.6,87.0
13627512,13627507,13627489,13627509,13627511,13627509,13627507,13627516,13627490,13627489,13627492,90.0,45.0,68.0,1399.0,68.0,6.3,999.0,-3.4,0.0,0.9,102.0
13627533,13627549,13627534,13627545,13627540,13627528,13627551,13627535,13627555,13627549,13627551,79.0,53.0,63.0,1500.0,68.0,5.7,997.7,-3.4,0.0,1.0,85.0
13627564,13627592,13627591,13627590,13627563,13627584,13627569,13627574,13627587,13627572,13627568,49.0,53.0,70.0,1600.0,68.0,3.6,996.1,-2.6,0.0,0.6,67.0
13627625,13627612,13627630,13627630,13627616,13627614,13627645,13627632,13627622,13627603,13627615,89.0,54.0,84.0,1899.0,68.0,2.1,994.9,-2.6,0.0,1.1,91.0
13627669,13627651,13627673,13627665,13627641,13627645,13627659,13627644,13627671,13627666,13627652,89.0,44.0,97.0,2299.0,68.0,1.4,994.1,-3.1,0.0,0.0,97.0
13627690,13627698,13627708,13627673,13627689,13627702,13627686,13627688,13627697,13627680,13627681,98.0,42.0,94.0,2299.0,68.0,1.1,993.0,-3.2,0.0,1.4,125.0
13627737,13627737,13627726,13627732,13627744,13627737,13627722,13627711,13627731,13627753,13627716,97.0,52.0,97.0,2399.0,68.0,1.8,992.0,-2.3,0.0,0.0,118.0
13627758,13627762,13627769,13627762,13627758,13627754,13627769,13627766,13627764,13627759,13627763,102.0,52.0,93.0,2500.0,68.0,3.2,992.0,-2.8,0.0,1.3,123.0
13627806,13627803,13627805,13627808,13627799,13627812,13627801,13627796,13627826,13627817,13627794,110.0,44.0,83.0,2600.0,68.0,2.8,992.2,-2.5,0.0,1.0,153.0
13627844,13627825,13627824,13627833,13627833,13627842,13627842,13627840,13627850,13627837,13627839,108.0,51.0,85.0,2100.0,68.0,4.6,992.9,-2.1,0.0,1.8,143.0
13627885,13627881,13627881,13627868,13627863,13627855,13627872,13627883,13627867,13627873,13627855,104.0,70.0,82.0,2100.0,68.0,8.4,994.1,-1.7,0.0,2.6,139.0
13627910,13627909,13627912,13627908,13627921,13627909,13627904,13627904,13627907,13627907,13627913,113.0,108.0,86.0,1899.0,68.0,16.3,995.9,-0.4,0.0,3.3,166.0
13627933,13627954,13627935,13627930,13627951,13627923,13627952,13627921,13627945,13627925,13627952,145.0,122.0,86.0,2200.0,68.0,16.7,998.3,-4.6,0.0,7.7,272.0
13627971,13627980,13627977,13627974,13627987,13627996,13627977,13627984,13627966,13627977,13627986,69.0,50.0,21.0,400.0,68.0,14.3,1001.3,-9.1,0.0,7.4,587.0
13628067,13628052,13628047,13628044,13628046,13628025,13628034,13628050,13628054,13628056,13628065,49.0,4.0,7.0,300.0,76.0,10.3,1006.5,-17.0,0.0,7.2,628.0
13628090,13628080,13628095,13628097,13628080,13628098,13628088,13628074,13628080,13628089,13628101,47.0,3.0,6.0,300.0,81.0,10.5,1008.1,-16.8,0.0,6.7,662.0
13628111,13628125,13628119,13628119,13628134,13628129,13628120,13628134,13628106,13628116,13628126,28.0,3.0,8.0,300.0,81.0,10.2,1009.4,-17.1,0.0,3.9,443.0
13628163,13628171,13628151,13628154,13628149,13628152,13628161,13628170,13628162,13628160,13628162,21.0,3.0,9.0,300.0,81.0,10.5,1010.8,-17.8,0.0,4.8,263.0
13628192,13628193,13628186,13628207,13628194,13628215,13628193,13628178,13628191,13628216,13628170,14.0,4.0,9.0,300.0,81.0,8.6,1013.0,-18.3,0.0,4.8,251.0
13628227,13628256,13628230,13628229,13628241,13628219,13628231,13628246,13628222,13628237,13628234,17.0,4.0,10.0,300.0,81.0,7.4,1015.9,-19.3,0.0,4.8,205.0
13628263,13628264,13628244,13628281,13628273,13628267,13628267,13628265,13628274,13628262,13628270,15.0,5.0,10.0,400.0,81.0,6.4,1018.1,-18.4,0.0,3.5,107.0
13628294,13628299,13628304,13628305,13628300,13628290,13628275,13628296,13628298,13628306,13628306,18.0,4.0,7.0,400.0,82.0,5.6,1019.7,-18.3,0.0,4.5,104.0
13628340,13628344,13628344,13628332,13628339,13628345,13628335,13628360,13628338,13628327,13628338,12.0,4.0,8.0,400.0,82.0,4.8,1020.3,-17.6,0.0,3.3,58.0
13628356,13628368,13628373,13628376,13628379,13628354,13628385,13628381,13628374,13628381,13628387,11.0,6.0,8.0,300.0,82.0,3.8,1021.2,-17.8,0.0,1.2,34.0
13628401,13628425,13628392,13628403,13628436,13628405,13628395,13628408,13628401,13628408,13628417,6.0,8.0,10.0,400.0,82.0,0.8,1021.3,-14.1,0.0,0.6,19.0
13628435,13628450,13628465,13628451,13628452,13628430,13628434,13628452,13628454,13628451,13628442,11.0,6.0,16.0,400.0,82.0,-0.5,1020.8,-13.4,0.0,0.0,15.0
13628482,13628471,13628502,13628475,13628504,13628481,13628468,13628496,13628487,13628472,13628479,11.0,10.0,25.0,400.0,82.0,-0.2,1021.1,-11.6,0.0,1.0,16.0
13628510,13628507,13628519,13628516,13628506,13628515,13628503,13628515,13628519,13628525,13628531,6.0,14.0,41.0,400.0,82.0,-2.1,1020.9,-11.7,0.0,0.7,18.0
13628550,13628562,13628555,13628556,13628544,13628542,13628541,13628569,13628570,13628568,13628544,10.0,17.0,55.0,500.0,82.0,-2.0,1021.1,-11.8,0.0,1.2,25.0
13628602,13628601,13628592,13628595,13628607,13628587,13628580,13628589,13628588,13628606,13628588,18.0,17.0,76.0,500.0,82.0,-1.3,1021.9,-14.8,0.0,0.0,63.0
13628626,13628620,13628621,13628643,13628631,13628623,13628618,13628634,13628636,13628623,13628637,21.0,18.0,80.0,700.0,82.0,-1.8,1022.0,-10.9,0.0,1.7,35.0
13628656,13628660,13628652,13628667,13628659,13628671,13628655,13628650,13628652,13628662,13628653,18.0,21.0,73.0,800.0,82.0,-2.0,1022.5,-11.8,0.0,0.0,21.0
13628703,13628711,13628685,13628703,13628713,13628684,13628693,13628695,13628701,13628695,13628696,24.0,21.0,82.0,1500.0,82.0,3.5,1023.2,-14.7,0.0,2.3,46.0
13628744,13628730,13628734,13628726,13628751,13628731,13628731,13628747,13628728,13628720,13628737,31.0,33.0,84.0,1300.0,82.0,5.3,1023.5,-15.9,0.0,4.6,74.0
13628766,13628778,13628756,13628761,13628784,13628755,13628777,13628772,13628765,13628781,13628778,26.0,34.0,69.0,900.0,82.0,6.8,1023.1,-15.9,0.0,5.2,75.0
13628801,13628824,13628791,13628818,13628814,13628784,13628807,13628802,13628804,13628823,13628799,27.0,28.0,55.0,700.0,82.0,8.3,1022.4,-14.7,0.0,4.6,63.0
13628848,13628836,13628830,13628853,13628871,13628848,13628847,13628837,13628825,13628836,13628839,30.0,20.0,40.0,800.0,82.0,9.8,1021.9,-14.2,0.0,2.7,59.0
13628878,13628888,13628892,13628877,13628881,13628884,13628886,13628879,13628871,13628878,13628888,28.0,21.0,34.0,700.0,82.0,10.4,1021.0,-14.4,0.0,0.4,56.0
13628926,13628915,13628913,13628922,13628909,13628899,13628912,13628898,13628907,13628915,13628915,34.0,20.0,30.0,600.0,82.0,11.2,1020.0,-13.8,0.0,2.8,52.0
13628961,13628945,13628943,13628951,13628953,13628951,13628965,13628959,13628952,13628959,13628949,28.0,17.0,28.0,500.0,82.0,11.4,1019.0,-13.6,0.0,4.0,54.0
13628988,13628989,13628979,13628980,13628985,13628990,13628990,13629001,13628999,13629010,13629004,37.0,17.0,27.0,500.0,82.0,11.3,1018.7,-14.5,0.0,4.5,71.0
13629014,13629034,13629023,13629015,13629047,13629034,13629031,13629015,13629031,13629010,13629038,36.0,18.0,26.0,500.0,84.0,10.4,1018.3,-13.7,0.0,4.1,94.0
13629064,13629076,13629054,13629079,13629060,13629041,13629069,13629067,13629058,13629052,13629060,38.0,25.0,33.0,500.0,84.0,9.1,1018.2,-13.4,0.0,4.4,117.0
13629100,13629083,13629106,13629103,13629093,13629083,13629113,13629096,13629110,13629126,13629100,44.0,27.0,34.0,600.0,84.0,8.2,1018.5,-12.3,0.0,2.6,106.0
13629121,13629140,13629138,13629134,13629118,13629124,13629116,13629131,13629112,13629124,13629134,60.0,28.0,39.0,700.0,84.0,7.7,1018.8,-11.1,0.0,2.3,102.0
13629151,13629161,13629159,13629165,13629166,13629188,13629161,13629163,13629169,13629157,13629167,70.0,33.0,61.0,800.0,84.0,7.4,1018.8,-10.9,0.0,3.5,115.0
13629206,13629207,13629211,13629215,13629190,13629213,13629197,13629201,13629203,13629202,13629198,64.0,28.0,62.0,800.0,84.0,6.5,1018.9,-10.3,0.0,2.7,114.0
13629237,13629252,13629242,13629248,13629245,13629260,13629247,13629236,13629258,13629237,13629231,70.0,31.0,60.0,900.0,84.0,5.9,1018.5,-10.0,0.0,2.4,123.0
13629289,13629277,13629259,13629256,13629278,13629278,13629271,13629275,13629290,13629280,13629264,81.0,46.0,62.0,1000.0,84.0,3.0,1018.7,-9.0,0.0,0.9,140.0
13629316,13629308,13629311,13629304,13629321,13629330,13629303,13629317,13629294,13629312,13629297,90.0,55.0,69.0,1100.0,84.0,0.3,1018.5,-8.7,0.0,1.4,147.0
13629355,13629349,13629336,13629343,13629341,13629362,13629360,13629338,13629340,13629353,13629337,95.0,57.0,78.0,1100.0,84.0,-0.7,1018.0,-7.3,0.0,0.7,156.0
13629382,13629378,13629401,13629367,13629379,13629396,13629382,13629387,13629387,13629379,13629364,95.0,53.0,76.0,1100.0,84.0,-1.7,1017.4,-7.0,0.0,0.5,140.0
13629391,13629422,13629421,13629415,13629432,13629424,13629433,13629405,13629414,13629416,13629426,96.0,56.0,78.0,1100.0,84.0,-2.1,1017.2,-6.5,0.0,0.6,138.0
13629457,13629446,13629445,13629475,13629444,13629460,13629458,13629450,13629448,13629457,13629447,97.0,55.0,80.0,1100.0,84.0,-1.6,1016.9,-7.9,0.0,1.1,140.0
13629495,13629506,13629485,13629506,13629480,13629488,13629475,13629492,13629495,13629481,13629482,106.0,49.0,76.0,1200.0,84.0,-2.3,1016.9,-8.0,0.0,0.1,146.0
13629525,13629525,13629528,13629530,13629534,13629560,13629535,13629531,13629527,13629538,13629535,114.0,40.0,76.0,1600.0,84.0,-2.1,1017.0,-8.0,0.0,0.9,147.0
13629580,13629563,13629557,13629559,13629565,13629551,13629577,13629572,13629555,13629550,13629564,112.0,62.0,77.0,2100.0,84.0,1.3,1017.4,-8.3,0.0,1.9,155.0
13629602,13629596,13629603,13629603,13629599,13629604,13629601,13629604,13629614,13629604,13629599,113.0,71.0,77.0,2600.0,84.0,3.1,1017.5,-8.6,0.0,1.8,184.0
13629638,13629623,13629633,13629632,13629641,13629615,13629630,13629630,13629632,13629628,13629646,120.0,96.0,89.0,2500.0,84.0,4.6,1016.8,-8.2,0.0,1.8,196.0
13629660,13629670,13629694,13629688,13629668,13629664,13629671,13629673,13629685,13629680,13629668,141.0,102.0,97.0,2500.0,84.0,6.7,1016.0,-8.1,0.0,1.4,205.0
13629703,13629698,13629719,13629701,13629717,13629700,13629706,13629708,13629699,13629704,13629702,140.0,96.0,105.0,2299.0,84.0,7.6,1015.0,-8.1,0.0,1.3,198.0
13629755,13629749,13629740,13629723,13629743,13629754,13629757,13629734,13629756,13629725,13629753,149.0,99.0,118.0,2200.0,84.0,9.7,1013.4,-7.5,0.0,1.6,207.0
13629787,13629763,13629782,13629771,13629797,13629773,13629762,13629787,13629784,13629781,13629772,150.0,114.0,124.0,2100.0,84.0,11.3,1012.3,-7.1,0.0,3.5,189.0
13629825,13629823,13629819,13629828,13629803,13629825,13629800,13629819,13629821,13629814,13629811,114.0,99.0,80.0,1100.0,84.0,11.4,1010.9,-7.5,0.0,2.5,151.0
13629862,13629858,13629859,13629865,13629865,13629831,13629863,13629853,13629862,13629870,13629850,106.0,96.0,69.0,1000.0,84.0,10.7,1010.3,-6.2,0.0,2.1,133.0
13629878,13629884,13629887,13629880,13629883,13629889,13629887,13629892,13629889,13629898,13629872,113.0,109.0,76.0,1100.0,76.0,10.4,1009.5,-6.5,0.0,3.4,162.0
13629930,13629919,13629932,13629933,13629931,13629927,13629931,13629908,13629939,13629922,13629923,132.0,148.0,90.0,1700.0,76.0,9.7,1009.7,-5.8,0.0,2.1,198.0
13629975,13629972,13629963,13629970,13629961,13629968,13629950,13629945,13629977,13629942,13629965,149.0,161.0,100.0,2100.0,71.0,9.7,1009.8,-5.1,0.0,2.0,253.0
13630000,13629987,13629980,13629983,13629981,13629995,13629987,13629998,13630012,13629985,13629995,144.0,90.0,98.0,1500.0,51.0,9.6,1010.0,-4.4,0.0,1.5,233.0
13630024,13630038,13630032,13630049,13630035,13630018,13630015,13630039,13630035,13630028,13630019,156.0,103.0,116.0,1899.0,47.0,9.8,1010.4,-2.8,0.0,1.3,214.0
13630086,13630066,13630048,13630061,13630053,13630067,13630087,13630080,13630069,13630064,13630081,174.0,124.0,121.0,2200.0,47.0,9.6,1009.8,-2.7,0.0,1.5,246.0
13630089,13630099,13630111,13630086,13630116,13630091,13630118,13630086,13630089,13630089,13630125,152.0,88.0,109.0,1600.0,47.0,9.3,1009.2,-4.0,0.0,1.5,196.0
13630145,13630137,13630150,13630133,13630146,13630150,13630136,13630133,13630147,13630144,13630153,113.0,62.0,97.0,1300.0,47.0,8.6,1008.0,-4.6,0.0,1.1,145.0
13630177,13630174,13630171,13630184,13630188,13630189,13630175,13630182,13630191,13630170,13630177,89.0,50.0,80.0,1100.0,47.0,6.3,1007.5,-2.8,0.0,1.0,124.0
13630215,13630218,13630241,13630205,13630216,13630212,13630220,13630224,13630222,13630201,13630230,106.0,56.0,91.0,1600.0,47.0,4.8,1006.8,-2.8,0.0,0.0,161.0
13630248,13630238,13630247,13630259,13630246,13630257,13630238,13630265,13630261,13630253,13630245,125.0,56.0,86.0,1899.0,47.0,5.3,1005.8,-1.0,0.0,0.2,159.0
13630321,13630328,13630327,13630314,13630313,13630318,13630319,13630307,13630324,13630315,13630318,112.0,68.0,81.0,1399.0,47.0,4.3,1006.3,1.5,0.4,0.9,140.0
13630349,13630348,13630347,13630334,13630359,13630358,13630349,13630356,13630347,13630358,13630363,140.0,34.0,74.0,2100.0,47.0,4.7,1006.1,1.5,0.1,1.3,237.0
13630403,13630389,13630407,13630387,13630407,13630396,13630393,13630394,13630389,13630396,13630382,146.0,22.0,66.0,2100.0,47.0,4.1,1006.2,2.6,0.9,1.0,165.0
13630436,13630420,13630415,13630416,13630412,13630439,13630433,13630425,13630421,13630419,13630432,115.0,21.0,77.0,2100.0,47.0,3.5,1006.9,2.2,0.9,1.4,121.0
13630475,13630453,13630467,13630466,13630463,13630475,13630479,13630470,13630479,13630465,13630460,120.0,17.0,78.0,1600.0,47.0,3.1,1006.9,1.9,0.4,1.5,122.0
13630501,13630495,13630495,13630518,13630492,13630495,13630498,13630509,13630509,13630500,13630514,116.0,16.0,76.0,1600.0,47.0,3.4,1006.6,2.2,0.0,1.3,90.0
13630553,13630552,13630560,13630535,13630535,13630549,13630530,13630548,13630549,13630532,13630543,123.0,16.0,71.0,1700.0,47.0,3.7,1006.8,2.2,0.0,0.9,94.0
13630545,13630564,13630579,13630576,13630557,13630574,13630573,13630566,13630572,13630578,13630570,130.0,16.0,69.0,1800.0,47.0,4.4,1006.5,2.6,0.0,1.4,104.0
13630610,13630601,13630603,13630619,13630610,13630605,13630611,13630609,13630616,13630613,13630602,132.0,14.0,75.0,1600.0,47.0,4.8,1006.8,2.2,0.0,1.5,87.0
13630639,13630642,13630627,13630652,13630647,13630644,13630649,13630648,13630626,13630648,13630632,129.0,15.0,68.0,1500.0,47.0,5.3,1006.6,2.8,0.1,1.8,84.0
13630683,13630686,13630682,13630659,13630684,13630703,13630673,13630680,13630681,13630682,13630698,139.0,15.0,67.0,1600.0,47.0,5.6,1007.1,2.9,0.0,1.6,102.0
13630706,13630714,13630718,13630722,13630722,13630733,13630722,13630714,13630722,13630715,13630708,135.0,15.0,63.0,1600.0,39.0,6.4,1007.6,3.2,0.0,1.5,93.0
13630752,13630746,13630759,13630740,13630744,13630756,13630750,13630758,13630739,13630744,13630752,133.0,17.0,63.0,1500.0,28.0,6.6,1008.1,3.2,0.0,0.6,102.0
13630796,13630801,13630771,13630787,13630783,13630783,13630784,13630776,13630772,13630794,13630790,141.0,19.0,70.0,1600.0,21.0,6.4,1009.4,3.4,0.0,1.4,107.0
13630825,13630825,13630831,13630798,13630820,13630826,13630810,13630820,13630818,13630828,13630819,124.0,21.0,79.0,1800.0,20.0,5.8,1011.1,3.1,0.0,0.4,131.0
13630847,13630846,13630862,13630860,13630861,13630858,13630862,13630870,13630866,13630864,13630874,137.0,20.0,75.0,2000.0,12.0,3.3,1012.5,2.1,0.0,0.5,140.0
13630881,13630893,13630885,13630893,13630887,13630895,13630907,13630891,13630890,13630894,13630904,160.0,17.0,74.0,1800.0,12.0,2.9,1014.1,2.2,0.0,0.7,140.0
13630915,13630934,13630927,13630940,13630933,13630927,13630954,13630949,13630918,13630920,13630927,140.0,16.0,68.0,1700.0,12.0,3.6,1015.5,2.6,0.0,0.8,101.0
13630959,13630984,13630985,13630973,13630992,13630970,13630973,13630972,13630974,13630980,13630957,88.0,16.0,63.0,1100.0,12.0,1.9,1016.7,1.3,0.0,1.2,31.0
13631001,13630990,13631024,13631012,13631005,13631019,13630991,13631003,13631003,13630991,13631007,50.0,30.0,54.0,800.0,17.0,3.8,1017.7,-5.7,0.0,0.9,50.0
13631057,13631045,13631040,13631029,13631015,13631027,13631035,13631052,13631048,13631038,13631042,22.0,28.0,21.0,400.0,56.0,3.4,1018.5,-7.1,0.0,0.9,22.0
13631077,13631085,13631077,13631067,13631050,13631072,13631086,13631083,13631084,13631080,13631068,10.0,16.0,14.0,300.0,68.0,2.7,1018.9,-9.0,0.0,2.1,10.0
13631121,13631122,13631101,13631110,13631113,13631127,13631117,13631119,13631107,13631088,13631113,10.0,12.0,16.0,300.0,68.0,2.8,1019.3,-8.9,0.0,2.4,10.0
13631124,13631132,13631150,13631133,13631142,13631135,13631162,13631157,13631128,13631140,13631176,7.0,11.0,15.0,300.0,69.0,2.4,1019.7,-8.6,0.0,1.3,7.0
13631192,13631179,13631194,13631184,13631168,13631195,13631184,13631164,13631184,13631196,13631171,11.0,11.0,16.0,400.0,69.0,0.3,1020.5,-7.5,0.0,0.9,11.0
13631204,13631206,13631217,13631215,13631233,13631212,13631235,13631204,13631228,13631214,13631222,3.0,13.0,20.0,400.0,69.0,-0.9,1021.0,-8.1,0.0,0.9,6.0
13631264,13631261,13631242,13631256,13631257,13631260,13631269,13631271,13631265,13631241,13631264,3.0,17.0,24.0,500.0,69.0,0.8,1022.2,-8.5,0.0,1.6,6.0
13631285,13631306,13631290,13631291,13631283,13631298,13631284,13631286,13631285,13631298,13631299,3.0,21.0,40.0,600.0,69.0,3.7,1023.3,-10.0,0.0,2.9,8.0
13631330,13631314,13631312,13631325,13631334,13631312,13631305,13631318,13631324,13631329,13631320,8.0,35.0,62.0,700.0,69.0,4.8,1024.6,-13.6,0.0,3.3,18.0
13631359,13631361,13631363,13631367,13631351,13631358,13631368,13631375,13631375,13631357,13631342,20.0,27.0,43.0,600.0,69.0,5.5,1025.2,-10.7,0.0,3.9,24.0
13631389,13631406,13631405,13631386,13631401,13631390,13631400,13631395,13631409,13631401,13631400,16.0,22.0,32.0,500.0,69.0,6.4,1025.2,-11.3,0.0,2.6,25.0
13631440,13631423,13631445,13631445,13631440,13631434,13631433,13631442,13631411,13631433,13631445,14.0,14.0,26.0,400.0,69.0,6.6,1024.4,-12.6,0.0,3.6,6.0
13631475,13631459,13631459,13631472,13631494,13631470,13631481,13631480,13631484,13631473,13631465,12.0,10.0,19.0,400.0,71.0,7.6,1023.7,-11.7,0.0,3.5,6.0
13631499,13631490,13631491,13631505,13631510,13631488,13631516,13631513,13631516,13631500,13631499,17.0,11.0,24.0,400.0,71.0,8.5,1022.9,-13.2,0.0,2.3,6.0
13631547,13631535,13631556,13631546,13631533,13631530,13631543,13631544,13631533,13631555,13631542,15.0,10.0,19.0,400.0,77.0,9.5,1022.2,-14.4,0.0,1.6,6.0
13631584,13631589,13631585,13631565,13631576,13631584,13631588,13631562,13631592,13631585,13631570,3.0,11.0,24.0,400.0,77.0,9.7,1021.7,-13.5,0.0,2.0,9.0
13631612,13631621,13631627,13631611,13631614,13631618,13631625,13631602,13631613,13631617,13631618,3.0,11.0,26.0,400.0,77.0,9.1,1021.9,-12.1,0.0,1.8,6.0
13631646,13631639,13631654,13631651,13631653,13631635,13631649,13631653,13631642,13631652,13631652,3.0,12.0,37.0,500.0,77.0,7.1,1022.3,-10.7,0.0,2.7,11.0
13631692,13631698,13631696,13631689,13631682,13631678,13631692,13631686,13631683,13631683,13631677,23.0,12.0,52.0,600.0,77.0,6.1,1022.8,-9.0,0.0,2.5,38.0
13631709,13631728,13631705,13631732,13631707,13631728,13631706,13631716,13631719,13631720,13631734,31.0,15.0,64.0,700.0,77.0,5.5,1023.5,-8.8,0.0,1.5,59.0
13631755,13631753,13631747,13631766,13631756,13631755,13631746,13631757,13631759,13631757,13631749,37.0,16.0,64.0,700.0,77.0,5.0,1023.7,-9.6,0.0,2.9,47.0
13631787,13631773,13631796,13631802,13631805,13631802,13631789,13631789,13631780,13631799,13631795,35.0,16.0,67.0,700.0,77.0,4.8,1024.0,-8.7,0.0,3.2,39.0
13631822,13631820,13631834,13631835,13631828,13631842,13631836,13631834,13631818,13631828,13631816,37.0,18.0,67.0,700.0,77.0,4.0,1023.8,-8.1,0.0,3.2,39.0
13631851,13631883,13631852,13631854,13631884,13631875,13631888,13631865,13631867,13631861,13631868,42.0,21.0,74.0,800.0,77.0,2.9,1024.1,-5.5,0.0,2.3,45.0
13631898,13631895,13631906,13631902,13631902,13631899,13631903,13631891,13631908,13631899,13631893,62.0,19.0,71.0,1100.0,77.0,2.5,1024.2,-3.8,0.0,2.4,113.0
13631958,13631915,13631940,13631953,13631961,13631942,13631914,13631938,13631936,13631937,13631944,71.0,11.0,67.0,1399.0,77.0,1.6,1024.5,-4.1,0.0,1.0,88.0
